event,sta,ML_cal,ML_header,ML_diff
20070502035959_ML3.5,DBVB,1.8175561655026864,3.5,-1.6824438344973138
20070502035959_ML3.5,HBVB,4.897289802119113,3.5,1.3972898021191131
20070502035959_ML3.5,HGVB,4.006531616768776,3.5,0.5065316167687763
20070502035959_ML3.5,HN1B,4.938989613420101,3.5,1.4389896134201008
20070502035959_ML3.5,LCVB,4.564321017579658,3.5,1.0643210175796582
20070502035959_ML3.5,MCVB,4.76489308490309,3.5,1.2648930849030895
20070502035959_ML3.5,SLVB,4.448248683957422,3.5,0.9482486839574218
20070502035959_ML3.5,SPVB,4.525756121454298,3.5,1.0257561214542976
20070502035959_ML3.5,TGVB,4.312418049337071,3.5,0.8124180493370714
20070502035959_ML3.5,THVB,4.613189088974604,3.5,1.113189088974604
20070502035959_ML3.5,TTVB,4.422112014030425,3.5,0.9221120140304252
20070502035959_ML3.5,VTVB,2.085959204087543,3.5,-1.4140407959124568
20070502182759_ML3.1,CCVB,4.15509255238889,3.0999999046325684,1.0550926477563216
20070502182759_ML3.1,DBVB,4.402201305171391,3.0999999046325684,1.3022014005388227
20070502182759_ML3.1,HBVB,4.653214104910867,3.0999999046325684,1.5532142002782985
20070502182759_ML3.1,LCVB,4.251548823595966,3.0999999046325684,1.1515489189633978
20070502182759_ML3.1,MCVB,4.417527615600501,3.0999999046325684,1.3175277109679326
20070502182759_ML3.1,SLVB,4.132351429707596,3.0999999046325684,1.0323515250750273
20070502182759_ML3.1,SPVB,3.9712936538882073,3.0999999046325684,0.871293749255639
20070502182759_ML3.1,TGVB,3.927908342531579,3.0999999046325684,0.8279084378990111
20070502182759_ML3.1,THVB,4.274671661665546,3.0999999046325684,1.1746717570329777
20070502182759_ML3.1,TTVB,3.939005400086553,3.0999999046325684,0.8390054954539847
20070502182759_ML3.1,VTVB,4.547041065653584,3.0999999046325684,1.4470411610210157
20070531154359_ML3.3,DBVB,3.9691773911764257,3.299999952316284,0.6691774388601415
20070531154359_ML3.3,HGVB,3.512335329966496,3.299999952316284,0.2123353776502119
20070531154359_ML3.3,LCVB,4.681244296044008,3.299999952316284,1.3812443437277242
20070531154359_ML3.3,MCVB,3.814623383243782,3.299999952316284,0.514623430927498
20070531154359_ML3.3,SLVB,3.6844917792822542,3.299999952316284,0.38449182696597
20070531154359_ML3.3,SPVB,4.3113763697599055,3.299999952316284,1.0113764174436213
